SKU,target_month,predicted_qty,mae,rmse,mape,model_version,trained_at
BHC6216H,2025-12,85.09,23.7,31.4,0.8096,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6216H,2026-01,12.86,23.7,31.4,0.8096,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6216H,2026-02,20.48,23.7,31.4,0.8096,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6216H,2026-03,55.23,23.7,31.4,0.8096,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6216H,2026-04,0.0,23.7,31.4,0.8096,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6216H,2026-05,15.86,23.7,31.4,0.8096,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6219H,2025-12,30.7,80.32,104.83,0.9499,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6219H,2026-01,0.0,80.32,104.83,0.9499,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6219H,2026-02,0.0,80.32,104.83,0.9499,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6219H,2026-03,13.27,80.32,104.83,0.9499,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6219H,2026-04,0.0,80.32,104.83,0.9499,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6219H,2026-05,0.0,80.32,104.83,0.9499,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6225H,2025-12,69.99,73.76,97.77,0.9777,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6225H,2026-01,35.01,73.76,97.77,0.9777,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6225H,2026-02,28.21,73.76,97.77,0.9777,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6225H,2026-03,34.03,73.76,97.77,0.9777,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6225H,2026-04,28.14,73.76,97.77,0.9777,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6225H,2026-05,27.32,73.76,97.77,0.9777,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6235H,2025-12,10.76,59.82,67.52,0.9919,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6235H,2026-01,0.0,59.82,67.52,0.9919,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6235H,2026-02,4.39,59.82,67.52,0.9919,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6235H,2026-03,0.0,59.82,67.52,0.9919,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6235H,2026-04,0.0,59.82,67.52,0.9919,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6235H,2026-05,0.0,59.82,67.52,0.9919,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6249,2025-12,139.53,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6249,2026-01,37.41,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6249,2026-02,20.98,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6249,2026-03,80.3,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6249,2026-04,19.23,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6249,2026-05,44.74,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6300H,2025-12,0.0,11.14,16.86,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6300H,2026-01,0.0,11.14,16.86,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6300H,2026-02,0.0,11.14,16.86,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6300H,2026-03,0.0,11.14,16.86,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6300H,2026-04,0.0,11.14,16.86,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6300H,2026-05,0.0,11.14,16.86,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6300TH,2025-12,7.92,23.83,33.25,0.8865,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6300TH,2026-01,0.0,23.83,33.25,0.8865,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6300TH,2026-02,0.0,23.83,33.25,0.8865,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6300TH,2026-03,0.0,23.83,33.25,0.8865,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6300TH,2026-04,0.0,23.83,33.25,0.8865,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6300TH,2026-05,0.0,23.83,33.25,0.8865,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6302H,2025-12,37.68,59.99,81.89,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6302H,2026-01,0.0,59.99,81.89,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6302H,2026-02,0.0,59.99,81.89,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6302H,2026-03,0.0,59.99,81.89,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6302H,2026-04,0.0,59.99,81.89,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6302H,2026-05,0.0,59.99,81.89,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6304H,2025-12,8.45,13.62,16.5,0.1121,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6304H,2026-01,0.0,13.62,16.5,0.1121,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6304H,2026-02,0.0,13.62,16.5,0.1121,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6304H,2026-03,0.0,13.62,16.5,0.1121,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6304H,2026-04,0.0,13.62,16.5,0.1121,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6304H,2026-05,0.0,13.62,16.5,0.1121,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6306H,2025-12,0.0,5.68,11.41,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6306H,2026-01,0.0,5.68,11.41,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6306H,2026-02,0.0,5.68,11.41,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6306H,2026-03,0.0,5.68,11.41,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6306H,2026-04,0.0,5.68,11.41,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6306H,2026-05,0.0,5.68,11.41,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6307H,2025-12,10.4,96.81,112.32,0.8668,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6307H,2026-01,0.0,96.81,112.32,0.8668,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6307H,2026-02,0.0,96.81,112.32,0.8668,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6307H,2026-03,0.0,96.81,112.32,0.8668,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6307H,2026-04,0.0,96.81,112.32,0.8668,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6307H,2026-05,0.0,96.81,112.32,0.8668,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6351H,2025-12,0.38,4.49,6.03,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6351H,2026-01,0.0,4.49,6.03,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6351H,2026-02,0.0,4.49,6.03,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6351H,2026-03,0.0,4.49,6.03,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6351H,2026-04,0.0,4.49,6.03,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6351H,2026-05,0.0,4.49,6.03,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6353H,2025-12,0.0,11.14,16.86,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6353H,2026-01,0.0,11.14,16.86,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6353H,2026-02,0.0,11.14,16.86,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6353H,2026-03,0.0,11.14,16.86,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6353H,2026-04,0.0,11.14,16.86,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6353H,2026-05,0.0,11.14,16.86,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6355H,2025-12,37.39,74.88,95.39,0.993,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6355H,2026-01,0.0,74.88,95.39,0.993,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6355H,2026-02,0.0,74.88,95.39,0.993,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6355H,2026-03,0.0,74.88,95.39,0.993,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6355H,2026-04,0.0,74.88,95.39,0.993,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6355H,2026-05,0.0,74.88,95.39,0.993,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6500H,2025-12,26.96,95.5,118.2,0.9404,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6500H,2026-01,1.8,95.5,118.2,0.9404,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6500H,2026-02,32.93,95.5,118.2,0.9404,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6500H,2026-03,5.68,95.5,118.2,0.9404,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6500H,2026-04,0.0,95.5,118.2,0.9404,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6500H,2026-05,0.0,95.5,118.2,0.9404,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6502H,2025-12,31.46,44.23,70.19,0.7886,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6502H,2026-01,10.51,44.23,70.19,0.7886,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6502H,2026-02,0.0,44.23,70.19,0.7886,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6502H,2026-03,29.9,44.23,70.19,0.7886,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6502H,2026-04,2.17,44.23,70.19,0.7886,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6502H,2026-05,7.35,44.23,70.19,0.7886,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6504H,2025-12,0.32,5.49,11.4,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6504H,2026-01,0.0,5.49,11.4,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6504H,2026-02,0.0,5.49,11.4,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6504H,2026-03,0.0,5.49,11.4,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6504H,2026-04,0.0,5.49,11.4,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6504H,2026-05,0.0,5.49,11.4,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6505H,2025-12,21.96,43.24,63.34,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6505H,2026-01,0.0,43.24,63.34,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6505H,2026-02,0.0,43.24,63.34,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6505H,2026-03,0.0,43.24,63.34,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6505H,2026-04,0.0,43.24,63.34,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6505H,2026-05,0.0,43.24,63.34,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6508H,2025-12,0.01,6.09,11.47,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6508H,2026-01,0.0,6.09,11.47,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6508H,2026-02,0.0,6.09,11.47,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6508H,2026-03,0.0,6.09,11.47,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6508H,2026-04,0.0,6.09,11.47,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6508H,2026-05,0.0,6.09,11.47,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6510H,2025-12,2.56,92.73,190.63,0.9528,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6510H,2026-01,0.0,92.73,190.63,0.9528,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6510H,2026-02,0.0,92.73,190.63,0.9528,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6510H,2026-03,0.0,92.73,190.63,0.9528,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6510H,2026-04,0.0,92.73,190.63,0.9528,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6510H,2026-05,0.0,92.73,190.63,0.9528,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6511,2025-12,0.32,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6511,2026-01,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6511,2026-02,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6511,2026-03,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6511,2026-04,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6511,2026-05,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6512,2025-12,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6512,2026-01,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6512,2026-02,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6512,2026-03,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6512,2026-04,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6512,2026-05,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6513,2025-12,0.38,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6513,2026-01,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6513,2026-02,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6513,2026-03,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6513,2026-04,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6513,2026-05,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6514,2025-12,0.38,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6514,2026-01,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6514,2026-02,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6514,2026-03,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6514,2026-04,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6514,2026-05,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6520H,2025-12,0.38,1.68,2.39,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6520H,2026-01,0.0,1.68,2.39,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6520H,2026-02,0.0,1.68,2.39,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6520H,2026-03,0.0,1.68,2.39,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6520H,2026-04,0.0,1.68,2.39,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6520H,2026-05,0.0,1.68,2.39,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6522H,2025-12,0.01,6.09,11.47,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6522H,2026-01,0.0,6.09,11.47,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6522H,2026-02,0.0,6.09,11.47,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6522H,2026-03,0.0,6.09,11.47,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6522H,2026-04,0.0,6.09,11.47,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6522H,2026-05,0.0,6.09,11.47,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6524H,2025-12,11.62,22.47,29.11,0.7244,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6524H,2026-01,0.0,22.47,29.11,0.7244,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6524H,2026-02,0.0,22.47,29.11,0.7244,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6524H,2026-03,0.0,22.47,29.11,0.7244,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6524H,2026-04,0.0,22.47,29.11,0.7244,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6524H,2026-05,0.0,22.47,29.11,0.7244,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6530H,2025-12,9.78,37.18,46.03,0.9347,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6530H,2026-01,0.0,37.18,46.03,0.9347,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6530H,2026-02,0.0,37.18,46.03,0.9347,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6530H,2026-03,0.0,37.18,46.03,0.9347,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6530H,2026-04,0.0,37.18,46.03,0.9347,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6530H,2026-05,0.0,37.18,46.03,0.9347,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6532H,2025-12,67.36,65.98,94.81,0.7342,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6532H,2026-01,0.61,65.98,94.81,0.7342,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6532H,2026-02,42.67,65.98,94.81,0.7342,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6532H,2026-03,16.3,65.98,94.81,0.7342,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6532H,2026-04,15.06,65.98,94.81,0.7342,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6532H,2026-05,9.3,65.98,94.81,0.7342,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6534H,2025-12,24.63,21.45,27.7,0.6691,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6534H,2026-01,5.98,21.45,27.7,0.6691,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6534H,2026-02,0.0,21.45,27.7,0.6691,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6534H,2026-03,1.18,21.45,27.7,0.6691,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6534H,2026-04,0.0,21.45,27.7,0.6691,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6534H,2026-05,0.0,21.45,27.7,0.6691,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6535H,2025-12,44.5,60.33,77.09,0.8542,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6535H,2026-01,4.5,60.33,77.09,0.8542,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6535H,2026-02,33.04,60.33,77.09,0.8542,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6535H,2026-03,0.67,60.33,77.09,0.8542,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6535H,2026-04,4.79,60.33,77.09,0.8542,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6535H,2026-05,0.0,60.33,77.09,0.8542,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6550,2025-12,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6550,2026-01,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6550,2026-02,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6550,2026-03,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6550,2026-04,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6550,2026-05,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6600,2025-12,0.4,1.26,2.24,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6600,2026-01,0.0,1.26,2.24,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6600,2026-02,0.0,1.26,2.24,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6600,2026-03,0.0,1.26,2.24,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6600,2026-04,0.0,1.26,2.24,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6600,2026-05,0.0,1.26,2.24,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6600RG,2025-12,0.38,1.67,2.39,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6600RG,2026-01,0.0,1.67,2.39,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6600RG,2026-02,0.0,1.67,2.39,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6600RG,2026-03,0.0,1.67,2.39,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6600RG,2026-04,0.0,1.67,2.39,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6600RG,2026-05,0.0,1.67,2.39,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC66040,2025-12,0.32,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC66040,2026-01,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC66040,2026-02,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC66040,2026-03,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC66040,2026-04,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC66040,2026-05,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6607,2025-12,0.38,1.15,2.15,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6607,2026-01,0.0,1.15,2.15,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6607,2026-02,0.0,1.15,2.15,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6607,2026-03,0.0,1.15,2.15,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6607,2026-04,0.0,1.15,2.15,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6607,2026-05,0.0,1.15,2.15,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6607AH,2025-12,18.4,31.03,45.36,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6607AH,2026-01,0.0,31.03,45.36,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6607AH,2026-02,0.0,31.03,45.36,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6607AH,2026-03,0.0,31.03,45.36,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6607AH,2026-04,0.34,31.03,45.36,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6607AH,2026-05,0.0,31.03,45.36,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6607AS,2025-12,0.24,5.37,11.39,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6607AS,2026-01,0.0,5.37,11.39,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6607AS,2026-02,0.0,5.37,11.39,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6607AS,2026-03,0.0,5.37,11.39,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6607AS,2026-04,0.0,5.37,11.39,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6607AS,2026-05,0.0,5.37,11.39,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6607H,2025-12,0.38,1.77,2.5,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6607H,2026-01,0.0,1.77,2.5,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6607H,2026-02,0.0,1.77,2.5,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6607H,2026-03,0.0,1.77,2.5,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6607H,2026-04,0.0,1.77,2.5,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6607H,2026-05,0.0,1.77,2.5,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6608,2025-12,0.79,0.95,2.13,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6608,2026-01,0.0,0.95,2.13,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6608,2026-02,0.0,0.95,2.13,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6608,2026-03,0.0,0.95,2.13,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6608,2026-04,0.0,0.95,2.13,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6608,2026-05,0.0,0.95,2.13,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC66080,2025-12,0.24,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC66080,2026-01,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC66080,2026-02,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC66080,2026-03,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC66080,2026-04,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC66080,2026-05,0.0,,,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6609,2025-12,16.44,40.26,57.42,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6609,2026-01,0.0,40.26,57.42,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6609,2026-02,0.0,40.26,57.42,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6609,2026-03,0.0,40.26,57.42,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6609,2026-04,0.0,40.26,57.42,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6609,2026-05,0.0,40.26,57.42,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6609H,2025-12,0.32,5.69,11.43,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6609H,2026-01,0.0,5.69,11.43,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6609H,2026-02,0.0,5.69,11.43,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6609H,2026-03,0.0,5.69,11.43,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6609H,2026-04,0.0,5.69,11.43,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6609H,2026-05,0.0,5.69,11.43,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6611,2025-12,16.44,22.27,27.06,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6611,2026-01,0.0,22.27,27.06,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6611,2026-02,0.0,22.27,27.06,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6611,2026-03,0.0,22.27,27.06,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6611,2026-04,0.0,22.27,27.06,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6611,2026-05,0.0,22.27,27.06,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6643,2025-12,14.12,18.17,20.86,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6643,2026-01,0.0,18.17,20.86,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6643,2026-02,0.0,18.17,20.86,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6643,2026-03,0.0,18.17,20.86,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6643,2026-04,0.0,18.17,20.86,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6643,2026-05,0.0,18.17,20.86,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6643A,2025-12,29.22,44.11,61.26,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6643A,2026-01,0.0,44.11,61.26,,lgbm-v1,2026-04-11T02:53:17.769190Z
BHC6643A,2026-02,0.0,44.11,61.26,,lgbm-v1,2026-04-11T02:53:17.769190Z
