SKU,batch,Last_Month_Stock,month_in,month_out,month_sales,month_end_stock,Note_value,safety_stock,Location,month_end_inventory,inventory_diff,Remark,Time
FWD482Y,16070162,142.05,0.0,0.0,0.0,142.05,142.05,,2D-2,142.05,0,,2025-02
FWD483,14080160,1092.45,0.0,0.0,0.0,1092.45,1092.45,,2E-2,1092.45,0,20kg装,2025-02
FWD483C,21032960,0.7,0.0,0.0,0.0,0.7,0.7,,D-2,0.7,0,,2025-02
FWD485,24060160,595.0,0.0,0.0,0.0,595.0,595.0,,3A-1,595.0,0,,2025-02
FWD486B,24011360,125.0,0.0,0.0,50.0,75.0,75.0,,2E-1,75.0,0,,2025-02
FWD487,23122560,475.0,0.0,0.0,25.0,450.0,450.0,,4C-3,450.0,0,,2025-02
FWD488,21052861,444.55,0.0,0.0,0.0,444.55,444.55,,4B-5,444.55,0,,2025-02
FWD4012,24082660,1704.75,0.0,0.0,255.0,1449.75,1449.75,500.0,4C-4,1449.75,0,15kg装,2025-02
FWD4012,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0,~,2025-02
FWD4012,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0,~,2025-02
FWD4012B,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,~,2025-02
FWD4012B,24110260,3240.0,0.0,0.0,3240.0,0.0,,,,0.0,0,~,2025-02
FWD4012B,24110260,960.0,0.0,0.0,960.0,0.0,,,,0.0,0,~,2025-02
FWD4012T,24121461,5984.0,0.0,0.0,354.0,5630.0,5633.0,2000.0,4C-4,5630.0,0,15kg桶,2025-02
FWD4012T,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0,~,2025-02
FWD4012T,24101562,4.0,0.0,0.0,1.0,3.0,,,D-2,3.0,0,~,2025-02
FWD4012T,24090662,3074.8,0.0,0.0,2385.0,689.8,689.8,,3A-3,689.8,0,~,2025-02
FWD4015,24091560,2840.0,0.0,0.0,330.0,2510.0,3974.2,1500.0,2C-1,2510.0,0,15kg装,2025-02
FWD4015,24091560,1029.2,0.0,0.0,0.0,1029.2,,,2G-4,1029.2,0,~,2025-02
FWD4015,24091560,435.0,0.0,0.0,0.0,435.0,,,2C-2,435.0,0,~,2025-02
FWD4015,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0,~,2025-02
FWD4015,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0,~,2025-02
FWD4015,25010761,3240.0,0.0,0.0,0.0,3240.0,8670.0,,2C-2,3240.0,0,~,2025-02
FWD4015,25010761,3810.0,0.0,0.0,0.0,3810.0,,,2G-7,3810.0,0,~,2025-02
FWD4015,24122661,1620.0,0.0,0.0,0.0,1620.0,,,3B-4,1620.0,0,~,2025-02
FWD4015,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0,~,2025-02
FWD4032,22071262,57.6,0.0,0.0,0.0,57.6,57.6,,D-2,57.6,0,20kg装,2025-02
FWD4033,22071261,75.1,0.0,0.0,0.0,75.1,75.1,,D-2,75.1,0,~,2025-02
1#兰绿,18120961,124.2,0.0,0.0,0.0,124.2,124.2,,4D-2,124.2,0,24kg装,2025-02
2#墨绿,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,~,2025-02
3#深紫,23022060,209.05,0.0,0.0,0.0,209.05,209.05,,2B-2,209.05,0,24kg装,2025-02
4#紫色,25010760,187.0,0.0,0.0,0.0,187.0,187.0,,2B-2,187.0,0,~,2025-02
5#棕色,23102464,240.0,0.0,0.0,0.0,240.0,240.0,,2B-2,240.0,0,,2025-02
6#枣红,22102562,47.95,0.0,0.0,0.0,47.95,47.95,,2B-2,47.95,0,24kg装,2025-02
7#宝蓝,24092561,282.0,0.0,0.0,0.0,282.0,282.0,,2B-2,282.0,0,24kg装,2025-02
8#丈青,25021761,0.0,321.0,0.0,120.0,201.0,201.0,,2B-1,201.0,0,~,2025-02
8#丈青,23081460,24.0,0.0,24.0,0.0,0.0,,,,0.0,0,,2025-02
FWD6601,17071363,438.03,0.0,0.0,0.0,438.03,438.03,0.0,2F-1,438.03,0,,2025-02
FWD6601A,24111264,406.5,0.0,0.0,2.0,404.5,404.5,200.0,2C-4,404.5,0,,2025-02
FWD6602,20050462,1031.67,0.0,0.0,3.0,1028.67,1028.67,100.0,4E-3,1028.67,0,,2025-02
FWD6602E,17070663,38.34,0.0,0.0,25.0,13.34,13.34,100.0,D-2,13.34,0,,2025-02
FWD6603,24111661,932.75,0.0,0.0,56.0,876.75,876.75,300.0,2E-1,876.75,0,,2025-02
FWD6603B,22120262,628.5,0.0,0.0,2.0,626.5,626.5,200.0,4E-1,626.5,0,,2025-02
FWD6606,22040961,99.6,0.0,0.0,75.0,24.6,24.6,,4B1-D2,24.6,0,,2025-02
FWD6606,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,0.0,0,,2025-02
FWD6612,17051360,492.32,0.0,0.0,0.0,492.32,492.32,0.0,2B-1,492.32,0,,2025-02
FWD6683,,4.0,0.0,0.0,0.0,4.0,4.0,0.0,E-1,4.0,0,退,2025-02
FWD6683T,20101361,301.85,0.0,0.0,10.5,291.35,291.35,,4C-3,291.35,0,,2025-02
FWD6050,24060660,469.9,0.0,0.0,100.0,369.9,369.9,,4A-3,369.9,0,,2025-02
FWD6205,24122460,2685.0,0.0,0.0,100.0,2585.0,2585.0,500.0,2G-7,2585.0,0,,2025-02
FWD6205G,22102861,849.85,0.0,0.0,0.0,849.85,849.85,,4A-3,849.85,0,,2025-02
FWD6215,24072761,563.95,0.0,0.0,225.0,338.95,338.95,200.0,2D-2,338.95,0,,2025-02
FWD6216,18083061,300.0,0.0,0.0,0.0,300.0,1675.0,,4E-2,300.0,0,,2025-02
FWD6216,18091161,1375.0,0.0,0.0,0.0,1375.0,,,2G-8,1375.0,0,,2025-02
FWD6219,23122160,769.0,0.0,0.0,100.0,669.0,669.0,200.0,3B-2,669.0,0,,2025-02
FWD6224,24092860,2611.95,0.0,0.0,205.0,2406.95,2406.95,733.0,4D-2,2406.95,0,,2025-02
FWD6225,18072660,776.05,0.0,4.0,0.0,772.05,772.05,34.0,4C-4,772.05,0,,2025-02
FWD6235,25022060,0.0,3279.0,0.0,400.0,2879.0,2879.0,500.0,4C-2,2879.0,0,,2025-02
FWD6235,24090560,296.95,0.0,20.95,276.0,0.0,,,,0.0,0,,2025-02
FWD6300T,20111861,687.9,0.0,0.0,0.0,687.9,687.9,500.0,4D-1,687.9,0,,2025-02
FWD6303W,22032361,724.6,0.0,0.0,0.0,724.6,724.6,0.0,2G-1,724.6,0,,2025-02
FWD6303,24080160,1120.2,0.0,0.0,65.0,1055.2,1055.2,500.0,4B-1,1055.2,0,,2025-02
FWD6500A,20061560,2595.8,0.0,1300.0,0.0,1295.8,1295.8,100.0,4C-3,1295.8,0,,2025-02
FWD6502A,24102260,2801.0,0.0,0.0,0.0,2801.0,2801.0,100.0,3B-3,2801.0,0,取1.5,2025-02
FWD6504A,22072260,1270.2,0.0,0.0,0.0,1270.2,1270.2,,4B-5,1270.2,0,2个零头,2025-02
FWD6504,20081460,375.7,0.0,0.0,2.0,373.7,373.7,200.0,4A-3,373.7,0,,2025-02
FWD6504T,22071661,783.5,0.0,0.0,6.0,777.5,777.5,300.0,2F-4,777.5,0,,2025-02
FWD6550,19092061,179.0,0.0,0.0,0.0,179.0,513.6,0.0,4E-3,179.0,0,,2025-02
FWD6550,19121261,334.6,0.0,0.0,0.0,334.6,,,4E-3,334.6,0,,2025-02
FWD6810PM,17082162,49.32,0.0,0.0,0.0,49.32,49.32,,A-2,49.32,0,,2025-02
FWD6810,24071962,1087.7,0.0,12.5,0.0,1075.2,1075.2,500.0,2F-4,1075.2,0,,2025-02
FWD6820,24080360,1063.1,0.0,30.0,27.5,1005.6,1005.6,300.0,2E-2,1005.6,0,,2025-02
FWD6830,24052760,547.25,0.0,10.4,50.5,486.35,486.35,300.0,2E-1,486.35,0,,2025-02
FWD6840,19091361,521.25,0.0,0.0,10.5,510.75,510.75,300.0,2B-1,510.75,0,2个零头,2025-02
FWD6850,24052560,549.6,0.0,0.0,30.0,519.6,519.6,300.0,2C-3,519.6,0,,2025-02
FWD6860,19061761,155.66,0.0,0.0,0.0,155.66,155.66,165.0,4D-4,155.66,0,,2025-02
FWD6881,23090460,333.6,0.0,0.0,5.0,328.6,328.6,,4D-2,328.6,0,,2025-02
FWD6882,19081261,989.5,0.0,0.0,0.0,989.5,989.5,,2C-1,989.5,0,,2025-02
FWD6883,19081262,426.3,0.0,0.0,11.0,415.3,415.3,,2F-1,415.3,0,,2025-02
FWD6884,24090960,1254.0,0.0,0.0,86.0,1168.0,1168.0,,3B-1,1168.0,0,,2025-02
FWD6885,19081264,499.97,0.0,0.0,0.0,499.97,499.97,34.0,2F-1,499.97,0,,2025-02
FWD6910,24100960,813.8,0.0,0.0,4.0,809.8,809.8,300.0,4A-3,809.8,0,,2025-02
FWD7305,24122662,7391.0,0.0,0.0,25.0,7366.0,15141.0,2000.0,2G-3,7366.0,0,,2025-02
FWD7305,24122662,6000.0,0.0,0.0,0.0,6000.0,,,2F-3,6000.0,0,,2025-02
FWD7305,24112560,2375.0,0.0,0.0,725.0,1650.0,,,4C-3,1650.0,0,,2025-02
FWD7305,24082360,625.0,0.0,0.0,500.0,125.0,,,4C-2,125.0,0,,2025-02
FWD7305D,23060763,50.0,0.0,0.0,0.0,50.0,50.0,,D-2,50.0,0,,2025-02
FWD7305T,24071260,997.4,0.0,0.0,900.0,97.4,97.4,1500.0,4A-2,97.4,0,,2025-02
FWD7305TQ,23071960,1319.3,0.0,0.0,0.0,1319.3,2039.3,,4C-1,1319.3,0,20kg装,2025-02
FWD7305TQ,23071960,720.0,0.0,0.0,0.0,720.0,,,4C-1,720.0,0,,2025-02
FWD7305TD,24081760,2774.2,0.0,0.0,0.0,2774.2,2774.2,,4C-1,2774.2,0,,2025-02
FWD7305C,24112560,9000.0,0.0,0.0,0.0,9000.0,9000.0,,4C-3,9000.0,0,,2025-02
FWD7306,24081761,826.0,0.0,0.0,0.0,826.0,826.0,,4B-5,826.0,0,,2025-02
FWD7315,24120461,1999.5,0.0,0.0,0.0,1999.5,1999.5,,4E-3,1999.5,0,2个零头,2025-02
FWD7321,20030560,1249.48,0.0,1049.48,0.0,200.0,200.0,,2D-1,200.0,0,,2025-02
FWD7331,21092260,3555.3,0.0,0.0,50.0,3505.3,3505.3,1000.0,4D-3,3505.3,0,,2025-02
FWD7322B,23102660,1402.0,0.0,0.0,175.0,1227.0,1227.0,768.0,4C-1,1227.0,0,,2025-02
FWD7322,,0.0,0.0,0.0,0.0,0.0,0.0,376.0,,0.0,0,,2025-02
FWD7351,24010561,0.6,0.0,0.0,0.0,0.6,3393.1,1000.0,D-2,0.6,0,,2025-02
FWD7351,24051360,3492.5,0.0,0.0,100.0,3392.5,,,4A-1,3392.5,0,,2025-02
FWD7352,24062463,1968.8,0.0,0.0,29.0,1939.8,1939.8,181.0,4B-4,1939.8,0,,2025-02
FWD7355,24101460,400.0,0.0,0.0,0.0,400.0,4409.0,,4C-1,400.0,0,,2025-02
FWD7355,24110860,4009.0,0.0,0.0,0.0,4009.0,,,3B-5,4009.0,0,,2025-02
FWD7365,24062460,717.4,0.0,0.0,0.0,717.4,717.4,300.0,4D-3,717.4,0,,2025-02
FWD7504,18040361,191.2,0.0,0.0,55.0,136.2,921.2,,2C-4,136.2,0,,2025-02
FWD7504,24091360,785.0,0.0,0.0,0.0,785.0,,,4A-3,785.0,0,,2025-02
FWD8103,24101661,759.9,0.0,0.0,1.5,758.4,758.4,,3B-1,758.4,0,,2025-02
FWD8153,24111560,684.2,0.0,0.0,675.0,9.2,9.3,,4E5-D2,9.2,0,,2025-02
FWD8153,24041091,0.1,0.0,0.0,0.0,0.1,,,,0.1,0,,2025-02
FWD8173,24022861,1222.95,0.0,0.0,201.0,1021.95,1021.95,200.0,4C-3,1021.95,0,,2025-02
FWD8205,24111360,851.9,0.0,450.0,0.0,401.9,401.9,,4A-3,401.9,0,,2025-02
FWD8215,23072861,1653.5,0.0,0.0,0.0,1653.5,1653.5,360.0,3B-2,1653.5,0,,2025-02
FWD8216,19062262,1801.0,0.0,0.0,0.0,1801.0,1801.0,6.0,4D-2,1801.0,0,,2025-02
FWD8218,20071361,365.6,0.0,0.0,1.0,364.6,364.6,,4E-2,364.6,0,,2025-02
FWD8219,23051761,1175.5,0.0,0.0,0.0,1175.5,1175.5,,4D-4,1175.5,0,,2025-02
FWD8224,24052262,342.85,0.0,0.0,11.0,331.85,331.85,200.0,4D-4,331.85,0,,2025-02
FWD8236,19062263,245.85,0.0,0.0,5.0,240.85,240.85,11.0,4E-4,240.85,0,,2025-02
FWD8503,21091760,879.05,0.0,0.0,91.0,788.05,788.05,500.0,2F-1,788.05,0,,2025-02
FWD6001,24092460,9036.0,0.0,0.0,280.0,8756.0,8756.0,1000.0,3C-2,8756.0,0,,2025-02
FWD6002,24111261,4000.0,0.0,0.0,0.0,4000.0,10450.0,2000.0,2C-1,4000.0,0,,2025-02
FWD6002,24111261,5760.0,0.0,0.0,0.0,5760.0,,,2D-2,5760.0,0,,2025-02
FWD6002,24041161,2065.0,0.0,500.0,875.0,690.0,,,2G-6,690.0,0,,2025-02
FWD6002,25022261,0.0,548.0,0.0,0.0,548.0,548.0,,A区,548.0,0,,2025-02
FWD6002A,24072060,950.8,0.0,0.0,95.0,855.8,15121.7,2006.0,4D-1,855.8,0,,2025-02
FWD6002A,24070660,10000.0,0.0,0.0,0.0,10000.0,,,E-2,10000.0,0,,2025-02
FWD6002A,24070660,3765.9,0.0,0.0,0.0,3765.9,,,4A-2,3765.9,0,,2025-02
FWD6002A,24072060,500.0,0.0,0.0,0.0,500.0,,,A-3,500.0,0,,2025-02
FWD6002A,24030760,798.9,0.0,0.0,0.0,798.9,798.9,,2B-4,798.9,0,,2025-02
FWD6002C,24081660,3098.0,0.0,40.0,0.0,3058.0,3058.0,,3B-5,3058.0,0,,2025-02
FWD6003T,24062563,4028.3,0.0,0.0,1175.0,2853.3,2853.3,1153.0,2G-6,2853.3,0,,2025-02
FWD6005T,24090363,4750.0,0.0,0.0,675.0,4075.0,7204.65,831.0,2F-4,4075.0,0,,2025-02
FWD6005T,24090363,3857.65,0.0,0.0,728.0,3129.65,,,2F-3,3129.65,0,,2025-02
FWD6006A,24082760,801.0,0.0,0.0,0.0,801.0,801.0,0.0,2D-1,801.0,0,,2025-02
FWD6006,24052060,2200.0,0.0,0.0,2200.0,0.0,4246.25,1439.0,,0.0,0,,2025-02
FWD6006,24052060,670.7,0.0,0.0,50.0,620.7,,,4C-1,620.7,0,,2025-02
FWD6006,24110660,4500.0,0.0,0.0,2800.0,1700.0,,,3A-3,1700.0,0,,2025-02
FWD6006,24110660,1925.55,0.0,0.0,0.0,1925.55,,,3B-5,1925.55,0,,2025-02
FWD6009,24100961,827.4,0.0,0.0,211.0,616.4,616.4,466.0,2C-3,616.4,0,,2025-02
FWD6018,24061960,2859.32,0.0,0.0,400.0,2459.32,2459.32,500.0,2E-1,2459.32,0,,2025-02
FWD6018TS,23060566,46.25,0.0,0.0,0.0,46.25,46.25,,A-1,46.25,0,,2025-02
FWD6018T,24061560,5629.79,0.0,0.0,705.0,4924.79,4924.79,409.0,2G-8,4924.79,0,,2025-02
FWD6163,24052762,1600.0,0.0,0.0,103.0,1497.0,1497.0,500.0,4D-3,1497.0,0,,2025-02
FWD9220YBT,19122860,525.57,0.0,0.0,505.0,20.57,20.57,300.0,D-2,20.57,0,,2025-02
FWD9221RGT,21062860,842.74,0.0,0.0,62.0,780.74,780.74,300.0,4B-4,780.74,0,,2025-02
FWD9222PG,23122760,229.83,0.0,0.0,31.0,198.83,198.83,300.0,4E-1,198.83,0,,2025-02
FWD9223PYT,24051662,1862.84,0.0,0.0,1.0,1861.84,1861.84,,4E-1,1861.84,0,,2025-02
FWD9224BOT,24110160,3256.22,0.0,0.0,52.0,3204.22,3204.22,300.0,4D-4,3204.22,0,2个零头,2025-02
FWD9225BMT,24092861,2266.23,0.0,0.0,17.0,2249.23,2249.23,300.0,4D-1,2249.23,0,,2025-02
FWD9226GOT,21111960,86.2,0.0,0.0,0.0,86.2,86.2,,4E-1,86.2,0,,2025-02
FWD9227GOT,24040861,2025.56,0.0,0.0,66.0,1959.56,1959.56,300.0,4B-4,1959.56,0,,2025-02
FWD9228PG,21031161,1442.37,0.0,0.0,2.0,1440.37,1440.37,,4D-1,1440.37,0,,2025-02
FWD9230YB,19091160,10.52,0.0,0.0,5.0,5.52,5.52,300.0,D-2,5.52,0,,2025-02
FWD9233PO,24031860,831.26,0.0,0.0,28.0,803.26,803.26,,4E-1,803.26,0,,2025-02
FWD9232MG,24053060,1866.64,0.0,0.0,95.5,1771.14,1771.14,300.0,4E-1,1771.14,0,,2025-02
FWD9234BO,24041661,1320.55,0.0,0.0,88.5,1232.05,1232.05,300.0,4D-1,1232.05,0,2个零头,2025-02
FWD9235BV,24032961,1464.74,0.0,0.0,14.0,1450.74,1450.74,300.0,4D-2,1450.74,0,,2025-02
FWD9237GR,24050863,2041.06,0.0,0.0,31.0,2010.06,2010.06,300.0,4D-1,2010.06,0,,2025-02
FWD9240YB,24030660,1204.64,0.0,0.0,50.0,1154.64,1154.64,300.0,4E-1,1154.64,0,,2025-02
FWD9244BO,24121760,2509.6,0.0,0.0,21.0,2488.6,3763.6,300.0,4B-5,2488.6,0,,2025-02
FWD9244BO,24121760,1350.0,0.0,0.0,75.0,1275.0,,,4B-5,1275.0,0,,2025-02
FWD9245BM,24041662,1423.12,0.0,0.0,0.0,1423.12,1423.12,300.0,4E-5,1423.12,0,,2025-02
FWD9247GR,23120761,409.94,0.0,0.0,52.0,357.94,357.94,300.0,4E-1,357.94,0,,2025-02
FWD9250YB,16123104,315.67,0.0,0.0,0.0,315.67,315.67,0.0,2F4-E1,315.67,0,,2025-02
FWD9250YBT,18052161,0.75,0.0,0.0,0.0,0.75,271.44,323.0,D-2,0.75,0,,2025-02
FWD9250YBT,20080163,270.69,0.0,0.0,0.0,270.69,,,4E-1,270.69,0,,2025-02
FWD9251RG,17032622,237.02,0.0,0.0,0.0,237.02,237.02,0.0,4E-1,237.02,0,,2025-02
FWD9251RGT,20082461,1564.2,0.0,0.0,32.0,1532.2,1532.2,300.0,4E-2,1532.2,0,,2025-02
FWD9252PGT,24091461,1218.07,0.0,0.0,3.0,1215.07,1215.07,37.0,4C-4,1215.07,0,,2025-02
FWD9255BO,17070409,319.78,0.0,0.0,0.0,319.78,319.78,,4C-4,319.78,0,,2025-02
FWD9255BOT,21042660,1171.32,0.0,0.0,104.0,1067.32,1067.32,94.0,4D-1,1067.32,0,,2025-02
FWD9256BM,17090705,297.27,0.0,0.0,0.0,297.27,297.27,0.0,4C-4,297.27,0,,2025-02
FWD9256BMT,23120462,410.93,0.0,0.0,77.0,333.93,333.93,246.0,4E-1,333.93,0,,2025-02
FWD9257GOT,24112360,2111.0,0.0,0.0,50.0,2061.0,2061.0,123.0,4E-2,2061.0,0,,2025-02
FWD9275BO,24111260,689.92,0.0,0.0,5.0,684.92,684.92,,4C-4,684.92,0,,2025-02
FWDM9251RG,17062512,77.1,0.0,0.0,0.0,77.1,77.1,,A-2,77.1,0,,2025-02
FWDM9224BO,17062410,33.27,0.0,0.0,2.0,31.27,31.27,,A-2,31.27,0,,2025-02
FWDM9222PG,17062506,65.15,0.0,0.0,0.0,65.15,65.15,,D-1,65.15,0,,2025-02
FWDM9227GO,17062414,72.24,0.0,0.0,0.0,72.24,72.24,,A-2,72.24,0,,2025-02
FWD9367GR,20113060,1647.96,0.0,0.0,0.0,1647.96,1647.96,,4C-4,1647.96,0,,2025-02
FWD5800,23081991,21.75,0.0,0.0,0.0,21.75,1146.15,500.0,D-2,21.75,0,,2025-02
FWD5800,24072591,1274.4,0.0,0.0,150.0,1124.4,,,D-2,1124.4,0,,2025-02
FWD5800A,17090191,208.0,0.0,0.0,0.0,208.0,208.0,151.0,D-1,208.0,0,,2025-02
FWD5800D,22090291,1887.57,0.0,0.0,0.0,1887.57,1887.57,,C-1,1887.57,0,,2025-02
FWD5800F,24122692,0.0,200.0,0.0,125.0,75.0,75.0,,E-1,75.0,0,,2025-02
FWD5800F,24010591,5.0,0.0,5.0,0.0,0.0,,,,0.0,0,,2025-02
FWD5800G,24031191,21.8,0.0,0.0,21.0,0.8,71.3,,,0.8,0,,2025-02
FWD5800G,24062591,100.5,0.0,0.0,30.0,70.5,,,E-5,70.5,0,,2025-02
FWD5811L,24032891,0.0,150.0,0.0,150.0,0.0,0.0,,,0.0,0,,2025-02
FWD5812L,24032893,0.0,50.0,0.0,50.0,0.0,0.0,,,0.0,0,,2025-02
FWD5813L,24032895,1.4,0.0,0.0,0.0,1.4,1.4,,D-2,1.4,0,,2025-02
FWD5814L,24032991,3.0,50.0,0.0,50.0,3.0,3.0,,D-2,3.0,0,,2025-02
FWD5820,21020192,464.4,0.0,0.0,0.0,464.4,564.4,0.0,C-2,464.4,0,2个零头,2025-02
FWD5820,24032781,100.0,0.0,0.0,0.0,100.0,,,A-3,100.0,0,,2025-02
FWD5820B,23080991,561.9,0.0,0.0,25.0,536.9,536.9,,A-2,536.9,0,2个零头,2025-02
FWD5821,21052291,5.75,0.0,0.0,0.0,5.75,5.75,0.0,A-1,5.75,0,,2025-02
FWD5822,19121891,105.7,0.0,0.0,0.0,105.7,105.7,,A-1,105.7,0,,2025-02
FWD5822A,24040891,100.0,0.0,0.0,0.0,100.0,100.0,,E-1,100.0,0,,2025-02
FWD5823,13122091,122.85,0.0,0.0,0.0,122.85,145.65,0.0,D-1,122.85,0,,2025-02
FWD5823,13012491,22.8,0.0,0.0,0.0,22.8,,,A-1,22.8,0,,2025-02
FWD5825,13111891,0.65,0.0,0.0,0.0,0.65,0.65,0.0,A1货架,0.65,0,,2025-02
FWD5841,13031891,65.9,0.0,0.0,0.0,65.9,65.9,,A-1,65.9,0,,2025-02
FWD5841A,19050893,4.5,0.0,0.0,0.0,4.5,4.5,0.0,A-1,4.5,0,,2025-02
FWD5842A,19050892,4.3,0.0,0.0,0.0,4.3,4.3,0.0,A-1,4.3,0,,2025-02
FWD5855,20120405,20.84,0.0,0.0,0.0,20.84,20.84,,A-1,20.84,0,,2025-02
FWD5870A,24121491,1899.0,0.0,0.0,12.0,1887.0,1911.1,,D-1,1887.0,0,,2025-02
FWD5870A,24030791,34.1,0.0,0.0,10.0,24.1,,,A-2,24.1,0,,2025-02
FWD5870B,23061991,358.34,0.0,0.0,0.0,358.34,358.34,,B-1,358.34,0,,2025-02
FWD5870C,24092991,623.6,0.0,5.0,225.0,393.6,393.6,,B-1,393.6,0,,2025-02
FWD5871A,24123091,303.8,0.0,0.0,0.0,303.8,303.8,,A-2,303.8,0,,2025-02
FWD5871C,24122591,749.5,0.0,0.0,1.0,748.5,748.5,,B-1,748.5,0,,2025-02
FWD5872A,25010291,160.0,0.0,0.0,0.0,160.0,160.0,,A-3,160.0,0,,2025-02
FWD5872C,23122491,168.0,0.0,0.0,0.0,168.0,168.0,,A-2,168.0,0,,2025-02
FWD5873A,25010292,86.7,0.0,0.0,0.0,86.7,86.7,,A-3,86.7,0,,2025-02
FWD5874A,25010391,73.4,0.0,0.0,0.0,73.4,73.4,,A-3,73.4,0,,2025-02
FWD5880B,21121392,156.5,0.0,0.0,0.0,156.5,2610.3,,D-1,156.5,0,,2025-02
FWD5880B,23121991,2453.8,0.0,0.0,0.0,2453.8,,,C-1,2453.8,0,,2025-02
FWD5881B,24051092,25.0,0.0,0.0,0.0,25.0,25.0,,A-2,25.0,0,,2025-02
FWD5882X,24032894,1.4,0.0,0.0,0.0,1.4,1.4,,D-2,1.4,0,,2025-02
FWD5883X,24032896,1.4,0.0,0.0,0.0,1.4,1.4,,D-2,1.4,0,,2025-02
FWD5884X,24032992,1.4,0.0,0.0,0.0,1.4,1.4,,D-2,1.4,0,,2025-02
FWD5890,25022792,0.0,1542.0,0.0,0.0,1542.0,1542.0,,4B-1,1542.0,0,,2025-02
FWD5890,23061491,1.85,0.0,1.85,0.0,0.0,,,,0.0,0,,2025-02
FWD5890,23082191,428.0,0.0,2.0,426.0,0.0,,,,0.0,0,,2025-02
FWD5890ST,24062491,114.55,0.0,0.0,0.0,114.55,114.55,,B-1,114.55,0,,2025-02
FWD5891,21090391,512.35,0.0,0.0,11.0,501.35,501.35,,D-1,501.35,0,,2025-02
FWD5891ST,22081792,8.8,0.0,0.0,0.0,8.8,8.8,,A-1,8.8,0,,2025-02
FWD5891A,22111291,18.2,0.0,0.0,0.0,18.2,1159.7,,A-2,18.2,0,,2025-02
FWD5891A,22122794,1141.5,0.0,0.0,0.0,1141.5,,,E-1,1141.5,0,,2025-02
FWD5892,22041091,752.49,0.0,0.0,0.0,752.49,752.49,,B-1,752.49,0,,2025-02
FWD5892B,23101691,580.9,0.0,0.0,0.0,580.9,580.9,,D-2,580.9,0,,2025-02
FWD5893,22121091,539.19,0.0,0.0,1.0,538.19,538.19,,B-2,538.19,0,,2025-02
FWD5893ST,22082292,10.3,0.0,0.0,0.0,10.3,10.3,,A-1,10.3,0,,2025-02
FWD5894,21070692,20.74,0.0,0.0,11.0,9.74,780.29,,D-2,9.74,0,,2025-02
FWD5894,22052991,770.55,0.0,0.0,0.0,770.55,,,B-1,770.55,0,,2025-02
FWD5895,21070694,50.45,0.0,0.0,0.0,50.45,765.79,,E-5,50.45,0,,2025-02
FWD5895,22061391,715.34,0.0,0.0,0.0,715.34,,,B-2,715.34,0,,2025-02
FWD5895B,23101692,541.1,0.0,0.0,0.0,541.1,541.1,,D-2,541.1,0,,2025-02
FWD5895ST,23050491,59.5,0.0,0.0,0.0,59.5,59.5,,B-1,59.5,0,,2025-02
FWD D10Y,24081091,283.0,0.0,0.0,0.0,283.0,283.0,0.0,D-1,283.0,0,,2025-02
FWD D10A,19102291,1582.87,0.0,125.0,227.0,1230.87,1230.87,,D-1,1230.87,0,,2025-02
FWD D10A,24041491,0.0,250.0,0.0,250.0,0.0,,,,0.0,0,,2025-02
FWD D10M,24111791,2725.0,0.0,0.0,154.0,2571.0,2571.0,500.0,E-5,2571.0,0,,2025-02
FWD D21M,24070591,472.0,0.0,0.0,61.0,411.0,411.0,65.0,A-1,411.0,0,,2025-02
FWD D23M,24121091,503.1,0.0,0.0,30.0,473.1,473.1,283.0,B-2,473.1,0,,2025-02
FWD D25M,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,0.0,0,,2025-02
FWD D27M,23121891,1036.7,0.0,0.0,25.0,1011.7,1011.7,500.0,C-2,1011.7,0,,2025-02
FWD D28M,20051191,1.8,0.0,0.0,0.0,1.8,62.95,153.0,B-2,1.8,0,,2025-02
FWD D28M,23031491,61.15,0.0,0.0,0.0,61.15,,,A-3,61.15,0,,2025-02
FWD D29M,24031491,400.05,0.0,0.0,0.0,400.05,400.05,100.0,A-2,400.05,0,,2025-02
FWD D10L,24102291,1780.8,0.0,207.0,175.0,1398.8,1398.8,769.0,C-1,1398.8,0,,2025-02
FWD D21L,22061491,2675.8,0.0,0.0,0.0,2675.8,2996.6,200.0,C-1,2675.8,0,,2025-02
FWD D21L,23022291,395.8,0.0,75.0,0.0,320.8,,,D-2,320.8,0,,2025-02
FWD D23L,20112591,0.36,0.0,0.0,0.0,0.36,2035.51,327.0,D-1,0.36,0,,2025-02
FWD D23L,22022191,940.1,0.0,0.0,5.0,935.1,,,A-2,935.1,0,,2025-02
FWD D23L,22112791,1133.85,0.0,33.8,0.0,1100.05,,,C-1,1100.05,0,,2025-02
FWD D25L,14092591,10.8,0.0,0.0,0.0,10.8,18.01,100.0,D-1,10.8,0,,2025-02
FWD D25L,18112191,3.41,0.0,0.0,0.0,3.41,,,D-1,3.41,0,,2025-02
